Tue Mar 01 12:07:09 2016

timeStep,Cell Index,NB_Status,ro,cellMass,cellMassTemp,epsilon,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
0,7410,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7411,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7412,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7413,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7414,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7415,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7431,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7432,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7433,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7434,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7435,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7436,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7437,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7438,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7439,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7440,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7441,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7442,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7443,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7444,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7445,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7446,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7447,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7448,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7463,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7464,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7465,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7466,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7467,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7468,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7469,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7470,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7471,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7472,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7473,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7474,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7475,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7476,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7477,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7478,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7479,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7480,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7495,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7496,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7497,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7498,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7499,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7500,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7501,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7502,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7503,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7504,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7505,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7506,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7507,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7508,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7509,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7510,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7511,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7512,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7527,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7528,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7529,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7530,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7531,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7532,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7533,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7534,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7535,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7536,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7537,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7538,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7539,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7540,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7541,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7542,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7543,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7544,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7559,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7560,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7561,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7562,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7563,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7564,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7565,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7566,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7567,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7568,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7569,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7570,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7571,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7572,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7573,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7574,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7575,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7576,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7591,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7592,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7593,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7594,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7595,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
0,7596,,0.777778,0.077778,0.077778,0.100000,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556,0.055556,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,0.027778,
